0,0,0,170,170,170,152,152,152,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,148,148,148,188,188,188,167,167,167,187,187,187,150,150,150,0,0,0
0,0,0,148,148,148,203,203,203,194,194,194,214,214,214,208,208,208,126,126,126
0,0,0,0,0,0,188,188,188,178,178,178,183,183,183,200,200,200,155,155,155
0,0,0,0,0,0,214,214,214,210,210,210,207,207,207,227,227,227,197,197,197
0,0,0,0,0,0,215,215,215,204,204,204,180,180,180,200,200,200,201,201,201
0,0,0,0,0,0,213,213,213,204,204,204,180,180,180,195,195,195,194,194,194
0,0,0,0,0,0,180,180,180,184,184,184,189,189,189,208,208,208,192,192,192
0,0,0,0,0,0,185,185,185,214,214,214,192,192,192,226,226,226,178,178,178
0,0,0,0,0,0,175,175,175,207,207,207,200,200,200,216,216,216,156,156,156
0,0,0,0,0,0,173,173,173,207,207,207,214,214,214,204,204,204,0,0,0
0,0,0,0,0,0,181,181,181,220,220,220,224,224,224,209,209,209,0,0,0
0,0,0,0,0,0,185,185,185,224,224,224,219,219,219,225,225,225,136,136,136
0,0,0,0,0,0,191,191,191,216,216,216,208,208,208,231,231,231,137,137,137
0,0,0,0,0,0,198,198,198,208,208,208,211,211,211,221,221,221,0,0,0
0,0,0,0,0,0,198,198,198,206,206,206,226,226,226,219,219,219,0,0,0
0,0,0,0,0,0,204,204,204,219,219,219,208,208,208,209,209,209,0,0,0
0,0,0,0,0,0,201,201,201,225,225,225,219,219,219,206,206,206,0,0,0
0,0,0,0,0,0,192,192,192,219,219,219,217,217,217,193,193,193,0,0,0
0,0,0,0,0,0,197,197,197,208,208,208,211,211,211,182,182,182,0,0,0
0,0,0,0,0,0,207,207,207,197,197,197,210,210,210,184,184,184,0,0,0
0,0,0,0,0,0,209,209,209,194,194,194,207,207,207,186,186,186,0,0,0
0,0,0,139,139,139,205,205,205,203,203,203,209,209,209,184,184,184,0,0,0
0,0,0,166,166,166,208,208,208,222,222,222,218,218,218,185,185,185,0,0,0
0,0,0,193,193,193,223,223,223,215,215,215,212,212,212,181,181,181,0,0,0
0,0,0,186,186,186,224,224,224,216,216,216,207,207,207,170,170,170,0,0,0
0,0,0,173,173,173,211,211,211,213,213,213,213,213,213,169,169,169,0,0,0
0,0,0,159,159,159,202,202,202,212,212,212,213,213,213,158,158,158,0,0,0
0,0,0,149,149,149,201,201,201,215,215,215,208,208,208,140,140,140,0,0,0
0,0,0,150,150,150,191,191,191,212,212,212,220,220,220,147,147,147,0,0,0
0,0,0,168,168,168,198,198,198,213,213,213,212,212,212,129,129,129,0,0,0
0,0,0,179,179,179,229,229,229,220,220,220,176,176,176,0,0,0,0,0,0
0,0,0,202,202,202,214,214,214,205,205,205,192,192,192,0,0,0,0,0,0
0,0,0,200,200,200,203,203,203,205,205,205,188,188,188,0,0,0,0,0,0
0,0,0,192,192,192,196,196,196,212,212,212,196,196,196,0,0,0,0,0,0
145,145,145,206,206,206,206,206,206,218,218,218,211,211,211,0,0,0,0,0,0
192,192,192,209,209,209,206,206,206,204,204,204,197,197,197,0,0,0,0,0,0
193,193,193,209,209,209,216,216,216,215,215,215,196,196,196,0,0,0,0,0,0
183,183,183,227,227,227,232,232,232,241,241,241,187,187,187,0,0,0,0,0,0
166,166,166,227,227,227,210,210,210,215,215,215,130,130,130,0,0,0,0,0,0
152,152,152,228,228,228,203,203,203,193,193,193,0,0,0,0,0,0,0,0,0
132,132,132,217,217,217,204,204,204,211,211,211,0,0,0,0,0,0,0,0,0
146,146,146,221,221,221,207,207,207,221,221,221,0,0,0,0,0,0,0,0,0
157,157,157,217,217,217,194,194,194,207,207,207,0,0,0,0,0,0,0,0,0
137,137,137,210,210,210,193,193,193,191,191,191,0,0,0,0,0,0,0,0,0
0,0,0,224,224,224,221,221,221,172,172,172,0,0,0,0,0,0,0,0,0
0,0,0,220,220,220,216,216,216,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,179,179,179,166,166,166,0,0,0,0,0,0,0,0,0,0,0,0
