0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,122,122,133,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,116,164,164,164,193,193,193,212,212,212,185,185,185,163,163,163,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,116,160,160,160,164,164,164,178,178,178,180,180,180,189,189,189,191,191,191,181,181,181,178,178,178,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,149,149,191,191,191,199,199,199,183,183,183,174,174,174,173,173,173,191,191,191,181,181,181,193,193,193,199,199,199,182,182,182,134,134,134,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,168,168,192,192,192,178,178,178,158,158,158,177,177,177,175,175,175,186,186,186,180,180,180,166,166,166,214,214,214,187,187,187,159,159,159,197,197,197,159,159,159
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,206,206,206,139,139,139,158,158,158,168,168,168,152,152,152,169,169,169,198,198,198,210,210,210,202,202,202,179,179,179,160,160,160,203,203,203,182,182,182
0,0,0,0,0,0,0,0,0,142,142,142,142,142,142,125,125,125,161,161,161,185,185,185,171,171,171,180,180,180,149,149,149,149,149,149,144,144,144,159,159,159,181,181,181,175,175,175,176,176,176,189,189,189,135,135,135
120,120,120,135,135,135,146,146,146,183,183,183,160,160,160,0,0,0,0,0,0,195,195,195,183,183,183,168,168,168,0,0,0,0,0,0,0,0,0,0,0,0,183,183,183,188,188,188,195,195,195,204,204,204,133,133,133
0,0,0,129,129,129,152,152,152,161,161,161,159,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,201,201,178,178,178,171,171,171,201,201,201,154,154,154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,183,183,165,165,165,175,175,175,196,196,196,162,162,162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,161,166,166,166,190,190,190,197,197,197,143,143,143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,175,175,165,165,165,172,172,172,161,161,161,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,118,164,164,164,166,166,166,183,183,183,117,117,117,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,140,140,140,232,232,232,213,213,213,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,153,151,151,151,196,196,196,190,190,190,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,116,118,118,118,0,0,0,174,174,174,168,168,168,174,174,174,135,135,135,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,133,162,162,162,142,142,142,160,160,160,190,190,190,169,169,169,167,167,167,178,178,178,176,176,176,0,0,0,0,0,0,0,0,0
